nuts_name,nuts_code,unit_of_assessment_name,4*_fte,3*_fte,2*_fte,1*_fte,unclassified_fte,total_fte
North Yorkshire,UKE2,Mathematical Sciences,5.185,19.215,6.1,0.0,0.0,30.5
Northern Ireland,UKN0,Mathematical Sciences,0.6,7.2,4.2,0.0,0.0,12.0
Northumberland and Tyne and Wear,UKC2,Mathematical Sciences,6.616,18.476,8.264,1.044,0.0,34.39999999999999
Outer London - East and North East,UKI5,Mathematical Sciences,0.4,1.4,1.8,1.0,0.4,5.0
Outer London - West and North West,UKI7,Mathematical Sciences,2.6455,12.987,7.215,1.2025,0.0,24.05
Shropshire and Staffordshire,UKG2,Mathematical Sciences,0.96,4.72,2.0,0.32,0.0,8.0
South Yorkshire,UKE3,Mathematical Sciences,6.8,23.46,3.74,0.0,0.0,34.0
"Surrey, East and West Sussex",UKJ2,Mathematical Sciences,9.398800000000001,39.056200000000004,13.365,0.6,0.0,62.42000000000001
Tees Valley and Durham,UKC1,Mathematical Sciences,12.96,32.4,8.1,0.0,0.54,54.0
West Central Scotland,UKM8,Mathematical Sciences,13.105,49.510999999999996,12.297,0.9869999999999999,0.0,75.89999999999999
West Midlands,UKG3,Mathematical Sciences,52.434,82.62799999999999,15.396999999999998,1.041,1.6,153.09999999999997
West Wales and The Valleys,UKL1,Mathematical Sciences,2.6239999999999997,14.243499999999997,14.9695,2.2249999999999996,0.588,34.65
West Yorkshire,UKE4,Mathematical Sciences,19.08,25.97,7.95,0.0,0.0,53.0
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Classics,38.2785,34.568000000000005,18.001500000000004,2.1020000000000003,0.0,92.95000000000002
Derbyshire and Nottinghamshire,UKF1,Classics,5.32,5.88,2.24,0.56,0.0,14.0
Devon,UKK4,Classics,5.7,8.55,4.56,0.19,0.0,19.0
East Anglia,UKH1,Classics,20.405,13.86,3.85,0.385,0.0,38.5
Eastern Scotland,UKM7,Classics,10.404,15.434999999999999,7.686,0.675,0.0,34.199999999999996
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Classics,4.35,7.2,3.45,0.0,0.0,15.0
Greater Manchester,UKD3,Classics,2.94,7.0,3.64,0.14,0.28,14.0
Inner London - West,UKI3,Classics,12.948,19.656,9.736999999999998,0.5589999999999999,0.0,42.89999999999999
Kent,UKJ4,Classics,2.852,5.332000000000001,3.8440000000000003,0.37200000000000005,0.0,12.400000000000002
Merseyside,UKD7,Classics,1.445,4.335,2.21,0.51,0.0,8.5
Northumberland and Tyne and Wear,UKC2,Classics,2.9579999999999997,4.794,2.2439999999999998,0.0,0.204,10.2
"Surrey, East and West Sussex",UKJ2,Classics,1.1280000000000001,3.948,3.76,0.5640000000000001,0.0,9.4
Tees Valley and Durham,UKC1,Classics,6.106,6.106,1.9879999999999998,0.0,0.0,14.2
West Central Scotland,UKM8,Classics,1.36,3.76,2.56,0.32,0.0,8.0
West Midlands,UKG3,Classics,11.491999999999999,15.828,6.38,0.2,0.0,33.900000000000006
West Wales and The Valleys,UKL1,Classics,0.3772,3.5833999999999997,3.8663,0.8487,0.7544,9.43
West Yorkshire,UKE4,Classics,0.84,3.6,1.56,0.0,0.0,6.0
Bedfordshire and Hertfordshire,UKH2,"Agriculture, Veterinary and Food Science",7.209,16.947,11.857,1.887,0.0,37.9
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Agriculture, Veterinary and Food Science",32.85,26.28,12.41,1.46,0.0,73.0
Derbyshire and Nottinghamshire,UKF1,"Agriculture, Veterinary and Food Science",41.23650000000001,47.923500000000004,18.9465,1.1145,2.229,111.45000000000002
Devon,UKK4,"Agriculture, Veterinary and Food Science",3.1784999999999997,9.78,10.268999999999998,0.978,0.2445,24.45
East Anglia,UKH1,"Agriculture, Veterinary and Food Science",19.36,22.11,8.338000000000001,0.792,0.0,50.6
Eastern Scotland,UKM7,"Agriculture, Veterinary and Food Science",88.9808,75.0268,47.7077,5.7747,0.0,217.49
Essex,UKH3,"Agriculture, Veterinary and Food Science",0.0,1.76,2.552,2.4640000000000004,2.024,8.8
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Agriculture, Veterinary and Food Science",14.216499999999998,25.326900000000002,13.288300000000001,4.837999999999999,2.2603,59.93
Inner London - West,UKI3,"Agriculture, Veterinary and Food Science",36.2215,45.535599999999995,18.6282,3.1047,0.0,103.49
Kent,UKJ4,"Agriculture, Veterinary and Food Science",0.25,3.875,6.0,2.125,0.25,12.5
Lincolnshire,UKF3,"Agriculture, Veterinary and Food Science",4.34,6.58,2.8,0.28,0.0,13.999999999999998
Merseyside,UKD7,"Agriculture, Veterinary and Food Science",22.948800000000002,21.855999999999998,9.2888,0.5464,0.0,54.64
North Eastern Scotland,UKM5,"Agriculture, Veterinary and Food Science",11.424,7.343999999999999,1.632,0.0,0.0,20.400000000000002
Northern Ireland,UKN0,"Agriculture, Veterinary and Food Science",14.696,13.36,5.01,0.0,0.33399999999999996,33.4
Northumberland and Tyne and Wear,UKC2,"Agriculture, Veterinary and Food Science",4.826,11.937999999999999,8.382,0.254,0.0,25.400000000000002
Outer London - East and North East,UKI5,"Agriculture, Veterinary and Food Science",4.935,7.99,9.165,1.41,0.0,23.5
Shropshire and Staffordshire,UKG2,"Agriculture, Veterinary and Food Science",1.7,7.82,7.48,0.0,0.0,17.0
West Central Scotland,UKM8,"Agriculture, Veterinary and Food Science",17.848,17.459999999999997,3.492,0.0,0.0,38.79999999999999
West Midlands,UKG3,"Agriculture, Veterinary and Food Science",5.796,5.796,1.008,0.0,0.0,12.600000000000001
West Wales and The Valleys,UKL1,"Agriculture, Veterinary and Food Science",28.291199999999996,40.6686,16.7979,0.8840999999999999,1.7681999999999998,88.41
West Yorkshire,UKE4,"Agriculture, Veterinary and Food Science",4.32,6.912000000000001,2.88,0.28800000000000003,0.0,14.400000000000002
Bedfordshire and Hertfordshire,UKH2,"Art and Design: History, Practice and Theory",0.8014999999999999,5.037999999999999,5.2669999999999995,0.3434999999999999,0.0,11.45
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Art and Design: History, Practice and Theory",17.363,33.925999999999995,14.207999999999998,3.611,0.192,69.29999999999998
Cheshire,UKD6,"Art and Design: History, Practice and Theory",0.518,1.221,1.7020000000000002,0.259,0.0,3.7
Cornwall and Isles of Scilly,UKK3,"Art and Design: History, Practice and Theory",0.4858,5.3438,12.3879,4.372199999999999,1.7003,24.29
Cumbria,UKD1,"Art and Design: History, Practice and Theory",0.34240000000000004,1.8832000000000002,1.2412,0.8132,0.0,4.28
Derbyshire and Nottinghamshire,UKF1,"Art and Design: History, Practice and Theory",5.943,15.843,11.221,2.7459999999999996,2.3469999999999995,38.10000000000001
Devon,UKK4,"Art and Design: History, Practice and Theory",2.3375,7.5625,3.3,0.4125,0.1375,13.749999999999998
Dorset and Somerset,UKK2,"Art and Design: History, Practice and Theory",5.263,10.014,7.634,2.868,0.121,25.9
East Anglia,UKH1,"Art and Design: History, Practice and Theory",6.034500000000001,9.834,6.109,0.3725,0.0,22.349999999999998
East Wales,UKL2,"Art and Design: History, Practice and Theory",2.3,5.2,2.2,0.2,0.1,9.999999999999998
Eastern Scotland,UKM7,"Art and Design: History, Practice and Theory",36.5715,45.303000000000004,20.652,4.656,0.3675,107.55000000000003
Essex,UKH3,"Art and Design: History, Practice and Theory",2.028,8.959,7.090000000000001,2.3310000000000004,1.6920000000000002,22.1
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Art and Design: History, Practice and Theory",7.7304,17.9775,14.802800000000001,1.9116,0.3477,42.77
Greater Manchester,UKD3,"Art and Design: History, Practice and Theory",13.633,37.778999999999996,19.695999999999998,4.45,0.192,75.74999999999999
Hampshire and Isle of Wight,UKJ3,"Art and Design: History, Practice and Theory",3.0254999999999996,8.1115,8.901,4.427,1.585,26.049999999999997
"Herefordshire, Worcestershire and Warwickshire",UKG1,"Art and Design: History, Practice and Theory",0.742,1.431,2.0140000000000002,1.113,0.0,5.300000000000001
Inner London - East,UKI4,"Art and Design: History, Practice and Theory",9.424,21.709999999999997,14.659,1.8809999999999998,0.626,48.3
Inner London - West,UKI3,"Art and Design: History, Practice and Theory",103.8851,138.7903,42.95099999999999,7.208599999999999,0.7050000000000001,293.53999999999996
Lancashire,UKD4,"Art and Design: History, Practice and Theory",11.0844,20.2804,11.3066,3.3086,0.0,45.980000000000004
"Leicestershire, Rutland and Northamptonshire",UKF2,"Art and Design: History, Practice and Theory",28.156399999999998,34.9801,23.9533,5.3179,1.2223000000000002,93.63
Lincolnshire,UKF3,"Art and Design: History, Practice and Theory",1.31,7.86,2.8819999999999997,1.048,0.0,13.1
Merseyside,UKD7,"Art and Design: History, Practice and Theory",1.1179999999999999,4.385999999999999,2.924,0.172,0.0,8.6
North Eastern Scotland,UKM5,"Art and Design: History, Practice and Theory",0.36,3.42,3.51,1.53,0.18,8.999999999999998
North Yorkshire,UKE2,"Art and Design: History, Practice and Theory",8.9065,6.821999999999999,3.032,0.1895,0.0,18.95
Northern Ireland,UKN0,"Art and Design: History, Practice and Theory",11.656,7.936,4.712,0.496,0.0,24.799999999999997
Northumberland and Tyne and Wear,UKC2,"Art and Design: History, Practice and Theory",14.848,35.9915,20.058500000000002,9.416,0.23600000000000002,80.55
Outer London - East and North East,UKI5,"Art and Design: History, Practice and Theory",0.504,1.08,3.6,2.016,0.0,7.2
Outer London - South,UKI6,"Art and Design: History, Practice and Theory",5.64,11.045,6.345,0.47,0.0,23.499999999999996
Outer London - West and North West,UKI7,"Art and Design: History, Practice and Theory",8.463899999999999,18.6463,8.7239,0.7559,0.0,36.589999999999996
Shropshire and Staffordshire,UKG2,"Art and Design: History, Practice and Theory",0.0,2.178,4.554,2.97,0.198,9.9
South Yorkshire,UKE3,"Art and Design: History, Practice and Theory",10.2732,9.5394,4.4028,0.2446,0.0,24.459999999999997
"Surrey, East and West Sussex",UKJ2,"Art and Design: History, Practice and Theory",24.192500000000003,40.551500000000004,26.758499999999998,3.5935,1.054,96.15
Tees Valley and Durham,UKC1,"Art and Design: History, Practice and Theory",0.8260000000000001,2.7140000000000004,3.658,4.248,0.35400000000000004,11.8
West Central Scotland,UKM8,"Art and Design: History, Practice and Theory",17.602199999999996,26.0184,20.833799999999997,4.8856,0.0,69.33999999999999
West Midlands,UKG3,"Art and Design: History, Practice and Theory",27.2783,44.1759,28.366,7.282500000000001,2.3773,109.48
West Wales and The Valleys,UKL1,"Art and Design: History, Practice and Theory",3.7248,9.3552,3.6272,0.9152,0.1376,17.759999999999998
West Yorkshire,UKE4,"Art and Design: History, Practice and Theory",14.6507,21.337799999999998,15.4133,6.8515,0.2367,58.49
Bedfordshire and Hertfordshire,UKH2,Computer Science and Informatics,3.9219999999999997,21.83,30.048000000000002,5.926,0.27399999999999997,62.0
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Computer Science and Informatics,45.598,49.342,17.329,2.8209999999999997,2.51,117.60000000000001
Cheshire,UKD6,Computer Science and Informatics,0.0,0.2,1.64,1.32,0.84,4.0
Derbyshire and Nottinghamshire,UKF1,Computer Science and Informatics,17.1895,28.1235,15.618500000000001,8.1685,0.0,69.1
Devon,UKK4,Computer Science and Informatics,4.16,13.483999999999998,4.432,0.324,0.0,22.400000000000002
East Anglia,UKH1,Computer Science and Informatics,31.304000000000002,31.85,9.1,0.546,0.0,72.80000000000001
East Wales,UKL2,Computer Science and Informatics,3.8898,8.3009,6.394,1.5453000000000001,0.0,20.13
East Yorkshire and Northern Lincolnshire,UKE1,Computer Science and Informatics,3.4040000000000004,4.44,6.216,0.74,0.0,14.800000000000002
Eastern Scotland,UKM7,Computer Science and Informatics,54.808,88.5865,34.0535,4.005,1.8969999999999998,183.34999999999997
Essex,UKH3,Computer Science and Informatics,7.678,17.101,8.725,1.396,0.0,34.9
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Computer Science and Informatics,17.46,48.476,12.920000000000002,1.544,0.0,80.4
Greater Manchester,UKD3,Computer Science and Informatics,22.122799999999998,32.5506,11.9916,1.645,1.05,69.36
Hampshire and Isle of Wight,UKJ3,Computer Science and Informatics,22.048000000000002,21.19,11.362,2.6,0.0,57.2
Inner London - East,UKI4,Computer Science and Informatics,19.75,43.474999999999994,22.682000000000002,4.699,0.5940000000000001,91.19999999999999
Inner London - West,UKI3,Computer Science and Informatics,89.487,83.241,25.293,6.3825,0.19649999999999998,204.6
Kent,UKJ4,Computer Science and Informatics,5.238,18.333000000000002,4.947,0.5820000000000001,0.0,29.1
Lancashire,UKD4,Computer Science and Informatics,11.88,18.25,4.29,3.18,0.4,38.0
"Leicestershire, Rutland and Northamptonshire",UKF2,Computer Science and Informatics,6.255,29.424,23.62,2.601,0.0,61.900000000000006
Lincolnshire,UKF3,Computer Science and Informatics,1.45,4.64,4.495,2.755,1.16,14.5
Merseyside,UKD7,Computer Science and Informatics,8.4,21.636,8.681999999999999,1.7879999999999998,0.19399999999999998,40.7
North Eastern Scotland,UKM5,Computer Science and Informatics,4.18,15.13,14.127500000000001,4.3125,0.0,37.75
North Yorkshire,UKE2,Computer Science and Informatics,15.311999999999998,16.008,3.48,0.0,0.0,34.8
Northern Ireland,UKN0,Computer Science and Informatics,6.1080000000000005,34.896,16.996000000000002,2.8000000000000003,0.0,60.800000000000004
Northumberland and Tyne and Wear,UKC2,Computer Science and Informatics,13.43,17.775,15.015,7.279999999999999,0.0,53.5
Outer London - East and North East,UKI5,Computer Science and Informatics,1.278,4.26,4.544,4.117999999999999,0.0,14.2
Outer London - South,UKI6,Computer Science and Informatics,0.9179999999999999,4.59,4.4879999999999995,0.204,0.0,10.2
Outer London - West and North West,UKI7,Computer Science and Informatics,8.371,36.149,30.951,16.436,1.6930000000000003,93.60000000000001
Shropshire and Staffordshire,UKG2,Computer Science and Informatics,0.15,2.774,6.724,3.1519999999999997,0.0,12.799999999999999
South Yorkshire,UKE3,Computer Science and Informatics,14.335,13.725,2.44,0.0,0.0,30.500000000000004
"Surrey, East and West Sussex",UKJ2,Computer Science and Informatics,13.083,36.544,20.3725,1.818,0.6325,72.44999999999999
Tees Valley and Durham,UKC1,Computer Science and Informatics,3.0789999999999997,14.706,8.973,0.0,0.142,26.900000000000002
West Central Scotland,UKM8,Computer Science and Informatics,18.148,37.516000000000005,26.528,6.406000000000001,0.20199999999999999,88.80000000000001
West Midlands,UKG3,Computer Science and Informatics,29.592,48.07,22.922,2.0180000000000002,0.9980000000000001,103.60000000000001
West Wales and The Valleys,UKL1,Computer Science and Informatics,14.388000000000002,27.354,21.994,4.029,0.135,67.9
West Yorkshire,UKE4,Computer Science and Informatics,9.142399999999999,18.595799999999997,13.542100000000001,7.0897,0.0,48.37
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Chemistry,42.871,54.613,7.577,0.0,0.8390000000000001,105.9
Derbyshire and Nottinghamshire,UKF1,Chemistry,11.34,28.56,2.1,0.0,0.0,42.0
East Anglia,UKH1,Chemistry,41.423,38.604,2.273,0.0,0.0,82.3
East Wales,UKL2,Chemistry,7.36,14.95,0.69,0.0,0.0,23.0
East Yorkshire and Northern Lincolnshire,UKE1,Chemistry,2.88,16.08,5.04,0.0,0.0,23.999999999999996
Eastern Scotland,UKM7,Chemistry,26.168,77.102,7.33,0.0,0.0,110.60000000000001
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Chemistry,31.128999999999998,57.565,3.006,0.0,0.0,91.69999999999999
Greater Manchester,UKD3,Chemistry,17.292,30.916,3.668,0.524,0.0,52.4
Hampshire and Isle of Wight,UKJ3,Chemistry,12.991999999999997,29.12,2.6879999999999997,0.0,0.0,44.8
Inner London - East,UKI4,Chemistry,2.8,9.38,1.82,0.0,0.0,14.0
Inner London - West,UKI3,Chemistry,41.606,69.378,5.295999999999999,0.62,0.0,116.9
Kent,UKJ4,Chemistry,2.04,11.22,3.4,0.34,0.0,17.0
Lancashire,UKD4,Chemistry,2.4,7.44,1.68,0.48,0.0,12.0
"Leicestershire, Rutland and Northamptonshire",UKF2,Chemistry,3.9269999999999996,28.796499999999998,10.8735,0.22649999999999998,0.22649999999999998,44.050000000000004
Merseyside,UKD7,Chemistry,17.34,16.32,0.34,0.0,0.0,34.0
North Eastern Scotland,UKM5,Chemistry,2.8280000000000003,13.332,4.04,0.0,0.0,20.2
North Yorkshire,UKE2,Chemistry,12.7062,31.5302,2.8236000000000003,0.0,0.0,47.06
Northern Ireland,UKN0,Chemistry,3.7785,24.3885,6.183000000000001,0.0,0.0,34.35
Northumberland and Tyne and Wear,UKC2,Chemistry,1.936,18.15,4.114,0.0,0.0,24.2
Outer London - East and North East,UKI5,Chemistry,0.28800000000000003,6.912000000000001,6.336,0.8640000000000001,0.0,14.400000000000002
South Yorkshire,UKE3,Chemistry,6.132,22.484,0.584,0.0,0.0,29.2
"Surrey, East and West Sussex",UKJ2,Chemistry,1.848,8.4,6.048000000000001,0.0,0.504,16.800000000000004
Tees Valley and Durham,UKC1,Chemistry,14.28,24.887999999999998,1.632,0.0,0.0,40.8
West Central Scotland,UKM8,Chemistry,13.902000000000001,48.326,3.9719999999999995,0.0,0.0,66.2
West Midlands,UKG3,Chemistry,14.216,45.087999999999994,3.4959999999999996,0.0,0.0,62.8
West Wales and The Valleys,UKL1,Chemistry,0.28200000000000003,6.016,3.102,0.0,0.0,9.4
West Yorkshire,UKE4,Chemistry,8.35,33.674,6.976,0.0,0.0,49.0
East Wales,UKL2,Civil and Construction Engineering,6.721,7.15,0.42900000000000005,0.0,0.0,14.3
Eastern Scotland,UKM7,Civil and Construction Engineering,6.365,11.865,6.49,2.66,1.12,28.5
Greater Manchester,UKD3,Civil and Construction Engineering,6.555,13.11,1.9665000000000001,0.21850000000000003,0.0,21.849999999999998
Inner London - West,UKI3,Civil and Construction Engineering,30.793000000000003,45.837,13.879000000000001,3.81,0.381,94.70000000000002
"Leicestershire, Rutland and Northamptonshire",UKF2,Civil and Construction Engineering,2.552,18.183,8.613,2.552,0.0,31.9
Northern Ireland,UKN0,Civil and Construction Engineering,3.365,21.8725,8.075999999999999,0.33649999999999997,0.0,33.65
Northumberland and Tyne and Wear,UKC2,Civil and Construction Engineering,12.18,23.548000000000002,4.872000000000001,0.0,0.0,40.6
South Yorkshire,UKE3,Civil and Construction Engineering,8.7,24.36,1.74,0.0,0.0,34.800000000000004
West Central Scotland,UKM8,Civil and Construction Engineering,4.04,12.524,3.2319999999999998,0.0,0.40399999999999997,20.2
West Midlands,UKG3,Civil and Construction Engineering,1.2670000000000001,10.679,5.43,0.7240000000000001,0.0,18.099999999999998
West Yorkshire,UKE4,Civil and Construction Engineering,10.3845,31.96,7.820499999999999,1.109,0.5760000000000001,51.849999999999994
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,"Public Health, Health Services and Primary Care",27.189,16.695,3.3390000000000004,0.47700000000000004,0.0,47.699999999999996
Derbyshire and Nottinghamshire,UKF1,"Public Health, Health Services and Primary Care",12.547600000000003,14.5288,5.283200000000001,0.6604000000000001,0.0,33.02
Devon,UKK4,"Public Health, Health Services and Primary Care",6.2125,14.91,3.4790000000000005,0.24850000000000003,0.0,24.85
East Anglia,UKH1,"Public Health, Health Services and Primary Care",31.615000000000002,33.3601,5.5242,0.0,0.5707,71.07000000000001
East Wales,UKL2,"Public Health, Health Services and Primary Care",8.9873,9.473099999999999,5.3438,0.4858,0.0,24.290000000000003
Eastern Scotland,UKM7,"Public Health, Health Services and Primary Care",3.8879999999999995,7.127999999999999,4.374,0.81,0.0,16.199999999999996
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,"Public Health, Health Services and Primary Care",37.3,26.855999999999998,8.952,1.492,0.0,74.6
Greater Manchester,UKD3,"Public Health, Health Services and Primary Care",5.6661,16.331699999999998,9.999,0.9998999999999999,0.3333,33.33
Hampshire and Isle of Wight,UKJ3,"Public Health, Health Services and Primary Care",4.051,8.238,5.825,0.686,0.0,18.8
Inner London - East,UKI4,"Public Health, Health Services and Primary Care",9.068399999999999,8.6562,2.6793,0.2061,0.0,20.61
Inner London - West,UKI3,"Public Health, Health Services and Primary Care",227.58320000000003,187.27280000000002,85.18,4.4005,2.1435,506.5800000000001
"Leicestershire, Rutland and Northamptonshire",UKF2,"Public Health, Health Services and Primary Care",8.712,11.616,2.904,0.484,0.484,24.200000000000003
Merseyside,UKD7,"Public Health, Health Services and Primary Care",11.894,10.955,6.886,0.9390000000000001,0.626,31.3
North Eastern Scotland,UKM5,"Public Health, Health Services and Primary Care",16.15,22.325,9.025,0.0,0.0,47.49999999999999
North Yorkshire,UKE2,"Public Health, Health Services and Primary Care",22.1508,21.6234,8.4384,0.5274,0.0,52.74
Northern Ireland,UKN0,"Public Health, Health Services and Primary Care",6.808000000000001,13.616000000000001,8.584000000000001,0.29600000000000004,0.29600000000000004,29.6
Northumberland and Tyne and Wear,UKC2,"Public Health, Health Services and Primary Care",6.805,13.3378,6.5328,0.5444,0.0,27.220000000000002
Outer London - West and North West,UKI7,"Public Health, Health Services and Primary Care",2.06,5.047000000000001,2.266,0.618,0.309,10.3
Shropshire and Staffordshire,UKG2,"Public Health, Health Services and Primary Care",3.312,5.06,0.828,0.0,0.0,9.2
South Yorkshire,UKE3,"Public Health, Health Services and Primary Care",28.2416,23.7824,17.836799999999997,4.459199999999999,0.0,74.32
West Central Scotland,UKM8,"Public Health, Health Services and Primary Care",12.105,26.146800000000002,9.684000000000001,0.4842,0.0,48.42
West Midlands,UKG3,"Public Health, Health Services and Primary Care",25.4103,36.7537,12.104300000000002,1.2017,0.0,75.47000000000001
West Yorkshire,UKE4,"Public Health, Health Services and Primary Care",8.610000000000001,17.394,13.006,8.886,0.904,48.800000000000004
Bedfordshire and Hertfordshire,UKH2,Philosophy,1.805,4.465,2.565,0.665,0.0,9.5
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,Philosophy,39.416,30.56,24.371,2.653,0.0,97.0
Derbyshire and Nottinghamshire,UKF1,Philosophy,1.43,7.54,4.03,0.0,0.0,13.0
East Anglia,UKH1,Philosophy,21.116600000000002,25.8,10.9486,1.5947999999999998,0.0,59.46
East Wales,UKL2,Philosophy,2.0,4.9,2.7,0.4,0.0,10.000000000000002
East Yorkshire and Northern Lincolnshire,UKE1,Philosophy,0.14400000000000002,2.088,4.464,0.21600000000000003,0.28800000000000003,7.200000000000001
Eastern Scotland,UKM7,Philosophy,19.854100000000003,29.157600000000002,13.5704,1.0079,0.0,63.59
Essex,UKH3,Philosophy,3.23,4.845,1.425,0.0,0.0,9.5
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,Philosophy,5.155,9.315,5.345,0.685,0.0,20.499999999999996
Greater Manchester,UKD3,Philosophy,2.86,9.530999999999999,6.441,1.487,0.38099999999999995,20.699999999999996
Hampshire and Isle of Wight,UKJ3,Philosophy,2.04,6.24,3.72,0.0,0.0,12.000000000000002
Inner London - West,UKI3,Philosophy,31.805000000000003,28.0715,16.4435,0.48,0.0,76.80000000000001
Kent,UKJ4,Philosophy,2.376,5.148,5.28,0.39599999999999996,0.0,13.2
Merseyside,UKD7,Philosophy,1.36,3.6,3.04,0.0,0.0,8.0
North Eastern Scotland,UKM5,Philosophy,4.1075,4.1075,2.65,2.385,0.0,13.25
North Yorkshire,UKE2,Philosophy,2.562,9.15,5.856,0.732,0.0,18.299999999999997
Northern Ireland,UKN0,Philosophy,1.38,3.12,1.5,0.0,0.0,6.0
Outer London - South,UKI6,Philosophy,1.4880000000000002,2.418,1.9220000000000002,0.37200000000000005,0.0,6.200000000000001
Outer London - West and North West,UKI7,Philosophy,0.192,0.48,1.392,2.7359999999999998,0.0,4.8
Shropshire and Staffordshire,UKG2,Philosophy,0.64,1.64,1.72,0.0,0.0,4.0
South Yorkshire,UKE3,Philosophy,6.336,9.984,2.88,0.0,0.0,19.2
"Surrey, East and West Sussex",UKJ2,Philosophy,2.625,5.46,1.995,0.42,0.0,10.500000000000002
Tees Valley and Durham,UKC1,Philosophy,3.77,9.425,4.147,1.508,0.0,18.849999999999998
West Central Scotland,UKM8,Philosophy,0.88,4.73,5.17,0.22,0.0,11.000000000000002
West Midlands,UKG3,Philosophy,13.32,15.4,3.81,0.28,0.19,33.0
West Yorkshire,UKE4,Philosophy,8.5,11.25,5.0,0.25,0.0,25.0
Bedfordshire and Hertfordshire,UKH2,General Engineering,0.0,8.436,5.624,0.74,0.0,14.799999999999999
"Berkshire, Buckinghamshire and Oxfordshire",UKJ1,General Engineering,52.36150000000001,52.4399,13.852599999999999,1.036,0.0,119.69
Derbyshire and Nottinghamshire,UKF1,General Engineering,43.857,103.53799999999998,22.994999999999997,5.33,0.78,176.5
Devon,UKK4,General Engineering,12.815999999999999,39.016,9.024,0.344,0.0,61.199999999999996
Dorset and Somerset,UKK2,General Engineering,0.0,9.176,14.136000000000001,1.4880000000000002,0.0,24.8
East Anglia,UKH1,General Engineering,93.91599999999998,74.42399999999999,8.86,0.0,0.0,177.2
East Wales,UKL2,General Engineering,12.168,20.618,0.6759999999999999,0.0,0.33799999999999997,33.800000000000004
East Yorkshire and Northern Lincolnshire,UKE1,General Engineering,1.341,9.834,3.576,0.0,0.149,14.899999999999999
Eastern Scotland,UKM7,General Engineering,79.78139999999999,129.52370000000002,21.8709,2.272,0.142,233.59
Essex,UKH3,General Engineering,0.0,2.72,4.8,0.48,0.0,8.0
"Gloucestershire, Wiltshire and Bristol/Bath area",UKK1,General Engineering,48.2844,76.95899999999999,10.9028,1.2338,0.0,137.37999999999997
Greater Manchester,UKD3,General Engineering,2.331,18.861,13.682000000000002,0.426,0.0,35.300000000000004
Hampshire and Isle of Wight,UKJ3,General Engineering,63.43589999999999,112.85340000000001,17.9284,4.7273,1.785,200.73
Inner London - East,UKI4,General Engineering,16.16,70.00500000000001,29.552999999999997,2.6879999999999997,1.094,119.5
Inner London - West,UKI3,General Engineering,57.0262,78.6204,4.8934,0.0,0.0,140.54000000000002
Kent,UKJ4,General Engineering,2.64,14.16,6.72,0.24,0.24,23.999999999999996
Lancashire,UKD4,General Engineering,4.5946,25.5612,5.9601999999999995,0.46399999999999997,0.0,36.58
"Leicestershire, Rutland and Northamptonshire",UKF2,General Engineering,3.247,32.644999999999996,16.779,1.782,0.247,54.69999999999999
Lincolnshire,UKF3,General Engineering,1.08,4.56,5.4,0.0,0.96,12.0
Merseyside,UKD7,General Engineering,6.46,32.22,5.11,0.99,0.22,45.0
North Eastern Scotland,UKM5,General Engineering,5.472,33.46,13.668,0.0,0.0,52.6
Northumberland and Tyne and Wear,UKC2,General Engineering,2.76,12.88,7.36,0.0,0.0,23.0
Outer London - East and North East,UKI5,General Engineering,1.12,3.36,8.54,0.7,0.28,13.999999999999998
Outer London - South,UKI6,General Engineering,0.14,5.74,6.72,1.26,0.14,14.0
Outer London - West and North West,UKI7,General Engineering,6.979500000000001,36.801,15.228000000000002,2.5380000000000003,1.9035000000000002,63.45000000000001
Shropshire and Staffordshire,UKG2,General Engineering,7.058,27.0465,7.317500000000001,1.4280000000000002,0.0,42.85
South Yorkshire,UKE3,General Engineering,9.592,11.336000000000002,0.872,0.0,0.0,21.800000000000004
"Surrey, East and West Sussex",UKJ2,General Engineering,11.431000000000001,44.569,12.95,0.0,0.0,68.95
Tees Valley and Durham,UKC1,General Engineering,6.300000000000001,32.31,8.39,0.0,0.0,47.0
West Central Scotland,UKM8,General Engineering,26.74,67.02000000000001,23.380000000000003,0.86,0.0,118.00000000000001
West Midlands,UKG3,General Engineering,34.6125,78.89609999999999,22.252200000000002,1.3192,0.0,137.07999999999998
West Wales and The Valleys,UKL1,General Engineering,26.335499999999996,52.2747,13.014800000000001,2.5599999999999996,0.145,94.33
West Yorkshire,UKE4,General Engineering,7.664,47.268,22.58,1.74,0.348,79.6
